Go.	Va !
Are you home?	Es-tu chez moi ?
Are you home?	Êtes-vous chez nous ?
Are you home?	Êtes-vous chez moi ?
Are you home?	Es-tu à la maison ?
Are you home?	Êtes-vous à la maison ?
Are you hurt?	T'es-tu blessé ?
Are you hurt?	Es-tu blessé ?
Are you hurt?	Êtes-vous blessé ?
Are you hurt?	Êtes-vous blessés ?
Are you hurt?	Êtes-vous blessées ?
Are you hurt?	Êtes-vous blessée ?
Are you hurt?	Vous êtes-vous blessé ?
Are you hurt?	Vous êtes-vous blessée ?
Are you hurt?	Vous êtes-vous blessés ?
Are you hurt?	Vous êtes-vous blessées ?
Are you lost?	Êtes-vous perdu ?
Are you lost?	Êtes-vous perdus ?
Are you lost?	Êtes-vous perdues ?
Are you lost?	Es-tu perdu ?
Are you lost?	Es-tu perdue ?
Are you lost?	Êtes-vous perdue ?
Are you sick?	Es-tu malade ?
Are you sure?	Es-tu sûr ?
Are you sure?	Es-tu sûre ?
Are you sure?	Êtes-vous sûr ?
Are you sure?	Êtes-vous sûre ?
Are you sure?	Êtes-vous sûres ?
Are you sure?	Êtes-vous sûrs ?
Are you sure?	Êtes-vous sûr ?
Are you sure?	Es-tu sûr ?
Are you sure?	Êtes-vous sûrs ?
Are you sure?	Êtes-vous sûres ?
Be attentive.	Sois attentif.
Be attentive.	Sois attentive.
Be confident.	Sois confiant !
Be confident.	Soyez confiant !
Be confident.	Soyez confiants !
Be confident.	Soyez confiante !
Be confident.	Soyez confiantes !
Be confident.	Sois confiante !
Beef, please.	Du bœuf s'il vous plaît.
Beef, please.	Du bœuf, s'il vous plaît.
Bring a date.	Amène une copine !
Bring him in.	Fais-le entrer.
Can I go now?	Puis-je m'en aller maintenant ?
Can I go now?	Puis-je partir maintenant ?
Can I go now?	Est-ce que je pourrais y aller maintenant ?
Can I try it?	Je peux essayer ?
Can he do it?	Peut-il le faire ?
Can he do it?	Est-il en mesure de le faire ?
Can we leave?	Pouvons-nous partir ?
Can we leave?	Peut-on s'en aller ?
Can we start?	Pouvons-nous commencer ?
Can you come?	Peux-tu venir ?
Can you come?	Pouvez-vous venir ?
Can you stay?	Pouvez-vous rester ?
Can you swim?	Sais-tu nager ?
Can you swim?	Est-ce que tu sais nager ?
Can you swim?	Est-ce que vous savez nager ?
Can you swim?	Savez-vous nager ?
Can you swim?	Sais-tu nager ?
Can you walk?	Peux-tu marcher ?
Can you walk?	Pouvez-vous marcher ?
Check it out!	Vérifiez !
Check it out!	Vérifie !
Come at once.	Viens ici immédiatement.
Come back in.	Reviens à l'intérieur.
Come help me.	Viens m'aider.
Come help me.	Viens me donner un coup de main.
Come join us.	Viens nous rejoindre !
Come join us.	Viens te joindre à nous !
Come join us.	Venez vous joindre à nous !
Come join us.	Venez nous rejoindre !
Come quickly!	Viens vite !
Come quickly!	Venez vite !
Come quickly!	Dépêche-toi de venir !
Come quickly!	Dépêchez-vous de venir !
Come quickly.	Viens vite.
Come quickly.	Venez vite.
Come up here.	Approche.
Come up here.	Approchez.
Come with me.	Venez avec moi.
Come with me.	Viens avec moi.
Come with me.	Joignez-vous à nous.
Come with us.	Venez avec nous.
Cool it down.	Baisse le ton.
Could we sit?	Pourrions-nous nous asseoir ?
Cover for me.	Remplace-moi.
Cut that out!	Arrête !
Cut that out!	Arrêtez !
Cut that out!	Arrêtez ça !
Cut that out!	Arrête ça !
Did Tom call?	Est-ce que Tom a appelé ?
Did Tom fall?	Tom est-il tombé ?
Did Tom stay?	Tom est-il resté ?
Did Tom swim?	Tom a-t-il nagé ?
Did you sign?	As-tu signé ?
Did you vote?	As-tu voté ?
Did you vote?	Avez-vous voté ?
Do I look OK?	Ai-je l'air bien ?
Do you agree?	Es-tu d'accord ?
Do you agree?	Es-tu d’accord ?
Do you agree?	Tu es d'accord ?
Do you drink?	Buvez-vous ?
Do you drink?	Bois-tu ?
Do you smoke?	Fumez-vous ?
Do you smoke?	Fumes-tu ?
Do you smoke?	Tu fumes ?
Do you smoke?	Est-ce que tu fumes ?
Do you smoke?	Est-ce que vous fumez ?
Do your best!	Fais de ton mieux !
Do your best.	Faites de votre mieux.
Does it hurt?	Cela fait-il mal ?
Does it hurt?	Est-ce que ça fait mal ?
Does it work?	Est-ce que ça marche ?
Does it work?	Est-ce que ça fonctionne ?
Don't ask me.	Ce n'est pas à moi qu'il faut le demander.
Don't be sad.	Ne sois pas malheureux.
Don't be sad.	Ne sois pas vexé.
Don't be shy.	Ne sois pas timide.
Don't bother.	Ne dérange pas.
Don't bother.	Ne dérangez pas.
Don't forget.	Ne l'oubliez pas !
Don't get up.	Ne vous levez pas.
Don't kid me!	Ne me fais pas marcher !
Don't kid me!	Ne me faites pas marcher !
Don't kid me!	Ne me charrie pas !
Don't kid me!	Ne me charriez pas !
Don't litter!	Ne pas déverser d'immondices !
Don't ramble.	Ne radote pas.
Don't ramble.	Ne radotez pas.
Don't resist.	Ne résiste pas !
Drive safely.	Conduis prudemment !
Drive safely.	Conduisez prudemment.
Drop the gun.	Lâche l'arme !
Drop the gun.	Lâchez l'arme !
Easy does it.	On se calme !
Easy does it.	On n'est pas aux pièces !
Find the cat.	Trouvez le chat.
Find the cat.	Trouve le chat.
Fish, please.	Du poisson s'il vous plaît.
Get a doctor.	Va chercher un médecin !
Get a doctor.	Allez chercher un médecin !
Get my rifle.	Attrape mon fusil !
Get my rifle.	Attrapez mon fusil !
Get my rifle.	Attrape ma carabine !
Get my rifle.	Attrapez ma carabine !
Ghosts exist.	Les fantômes existent.
Go to school.	Va à l'école.
Go to school.	Allez à l'école !
Good for you.	C'est bien pour toi.
Good for you.	C'est bien pour vous.
Grab my hand.	Saisis-moi la main !
Grab my hand.	Saisissez-moi la main !
Hand it over.	Remets-le.
Hand it over.	Remettez-le.
Have a donut.	Prends un beignet.
Have a donut.	Prenez un beignet.
Have a drink.	Prends un verre !
Have a drink.	Prenez un verre !
Have a drink.	Prends une boisson !
Have a drink.	Prenez une boisson !
Have a taste.	Goûte !
Have a taste.	Goûtez !
Have another.	Prends-en un autre.
He avoids me.	Il m'évite.
He could die.	Il se pourrait qu'il meure.
He denied it.	Il l'a nié.
He denied it.	Il le nia.
He denied it.	Il l'a refusé.
He denied it.	Il le refusa.
He dozed off.	Il s'est endormi.
He dumped me.	Il m'a plaquée.
He dumped me.	Il m'a laissée tomber.
He got angry.	Il s'est fâché.
He got angry.	Il s'est mis en colère.
He had a dog.	Il avait un chien.
He has a car.	Il dispose d'un véhicule.
He has money.	Il dispose d'argent.
He helps her.	Il l'aide.
He is a poet.	C'est un poète.
He is a poet.	Il est poète.
He is asleep.	Il est endormi.
He is cranky.	Il est excentrique.
He is eating.	Il est en train de manger.
He is heroic.	Il est héroïque.
He is not in.	Il n'est pas chez lui.
He is not in.	Il n'est pas à l'intérieur.
He kicked it.	Il y donna un coup de pied.
He let me go.	Il m'a laissé m'en aller.
He let me go.	Il m'a laissée m'en aller.
He let me go.	Il m'a laissé partir.
He let me go.	Il m'a laissée partir.
He let me go.	Il me laissa partir.
He let me go.	Il me laissa m'en aller.
He let us go.	Il nous laissa partir.
He let us go.	Il nous laissa nous en aller.
He let us go.	Il nous a laissés nous en aller.
He let us go.	Il nous a laissées nous en aller.
He let us go.	Il nous a laissées partir.
He let us go.	Il nous a laissés partir.
He likes tea.	Il aime le thé.
He lost face.	Il a perdu la face.
He loves her.	Il l'aime.
He mocked me.	Il s'est moqué de moi.
He needs you.	Il a besoin de toi.
He needs you.	Il a besoin de vous.
He shall die.	Il doit mourir.
He wants one.	Il en veut une.
He wants one.	Il en veut un.
He was alone.	Il était seul.
He was brave.	Il était brave.
He was brave.	Il était courageux.
He was great.	Il a été super.
He was lucky.	Il a eu de la chance.
He was naive.	Il était crédule.
He was naive.	Il était naïf.
He was wrong.	Il eut tort.
He was wrong.	Il avait tort.
He was wrong.	Il a eu tort.
He will come.	Il devrait arriver.
He will come.	Il viendra.
He will wait.	Il attendra.
He's English.	Il est Anglais.
He's a bigot.	C'est un bigot.
He's a bigot.	C'est un sectaire.
He's a bigot.	C'est un fanatique.
He's a bigot.	C'est un illuminé.
He's in pain.	Il souffre.
He's married.	Il est marié.
He's my hero.	C'est mon héros.
He's out now.	Il est actuellement à l'extérieur.
He's so cute.	Il est si mignon !
He's so cute.	Il est tellement mignon !
Hello, girls.	Salut les filles !
Hey, wait up!	Hé, un moment !
How annoying!	C'est bien embêtant !
How did I do?	Comment ai-je fait ?
How horrible!	Quelle horreur !
How romantic!	Comme c'est romantique !
I admire you.	Je t'admire.
I admire you.	Je vous admire.
I always win.	Je gagne toujours.
I am Italian.	Je suis italien.
I am ashamed.	J'ai honte.
I am at home.	Je suis à la maison.
I am curious.	Je suis curieux.
I am married.	Je suis mariée.
I am so sick.	Je suis tellement malade.
I am so sick.	Je suis si malade.
I am so sick.	C'est moi qui suis tellement malade.
I am so sick.	C'est moi qui suis si malade.
I am thirsty.	J'ai soif.
I am working.	Je suis en train de travailler.
I apologized.	J'ai présenté mes excuses.
I ate apples.	J'ai mangé des pommes.
I ate caviar.	J'ai mangé du caviar.
I believe it.	J'y crois.
I believe it.	Je le crois.
I called him.	Je l'ai appelé.
I called you.	Je vous ai appelés.
I called you.	Je vous ai appelées.
I called you.	Je vous ai appelée.
I called you.	Je vous ai appelé.
I called you.	Je t'ai appelé.
I called you.	Je t'ai appelée.
I can fix it.	Je peux le réparer.
I can fix it.	Je peux la réparer.
I can manage.	Je peux me débrouiller.
I can't help.	Je n'y peux rien.
I can't move.	Je ne peux pas bouger.
I can't sing.	Je suis incapable de chanter.
I can't sing.	Je ne sais pas chanter.
I can't swim.	Je ne sais pas nager.
I can't wait.	Je suis impatient.
I can't wait.	Je suis impatiente.
I caught Tom.	J'ai attrapé Tom.
I could help.	Je pourrais aider.
I could help.	Je pouvais aider.
I could walk.	Je pouvais marcher.
I could walk.	Je pourrais marcher.
I cried, too.	J'ai également pleuré.
I cut myself.	Je me suis coupé.
I cut myself.	Je me suis coupée.
I cut myself.	Je me coupai.
I deserve it.	Je le mérite.
I did my job.	J'ai fait mon travail.
I did my job.	Je fis mon travail.
I did my job.	J'ai effectué mon boulot.
I did see it.	Je l'ai vu, en effet.
I didn't ask.	Je n'ai pas demandé.
I didn't cry.	Je n'ai pas pleuré.
I didn't pay.	Je n'ai pas payé.
I didn't win.	Je n'ai pas gagné.
I didn't win.	Je ne l'ai pas emporté.
I don't bite.	Je ne mords pas.
I don't care.	Ça m'est égal.
I don't care.	Je m'en fous.
I don't date.	Je ne sors pas avec des filles.
I don't date.	Je ne sors pas avec des garçons.
I don't date.	Je ne sors pas avec une fille.
I don't date.	Je ne sors pas avec un garçon.
I don't date.	Je ne courtise pas.
I don't know.	Je l'ignore.
I don't mind.	Ça m'est égal.
I don't mind.	Cela m'est égal.
I doubt that.	J'en doute.
I drank milk.	Je buvais du lait.
I drink beer.	Je bois de la bière.
I enjoyed it.	J'y ai pris plaisir.
I feel alive.	Je me sens vivant.
I feel awful.	Je me sens affreusement mal.
I feel dizzy.	Je me sens drôle.
I feel faint.	Je sens que je vais m'évanouir.
I feel faint.	Je me sens mal.
I feel faint.	Je me sens faible.
I feel faint.	Je me sens pris de malaise.
I feel faint.	Je me sens prise de malaise.
I feel funny.	Je me sens drôle.
I feel funny.	Je me sens bizarre.
I feel giddy.	J'ai la tête qui tourne.
I feel giddy.	J'ai la tête qui me tourne.
I feel giddy.	Je suis pris de vertiges.
I feel giddy.	Je suis prise de vertiges.
I feel happy.	Je me sens heureux.
I feel lucky.	Je me sens en veine.
I feel ready.	Je me sens prêt.
I feel ready.	Je me sens prête.
I feel silly.	Je me sens stupide.
I feel young.	Je me sens jeune.
I felt awful.	Je me sentis affreusement mal.
I felt awful.	Je me suis sentie affreusement mal.
I felt awful.	Je me suis senti affreusement mal.
I felt great.	Je me suis très bien senti.
I felt great.	Je me suis très bien sentie.
I felt happy.	Je me suis senti heureux.
I felt happy.	Je me suis sentie heureuse.
I felt naked.	Je me sentis nu.
I felt naked.	Je me suis senti nu.
I felt naked.	Je me sentis nue.
I felt naked.	Je me suis senti nue.
I felt safer.	Je me sentais davantage en sécurité.
I go jogging.	Je vais courir.
I go to work.	Je vais travailler.
I go to work.	Je me rends au travail.
I go to work.	Je vais au travail.
I got carded.	On m'a demandé ma carte d'identité pour vérifier mon âge.
I got caught.	Je me suis fait prendre.
I got caught.	On m'a attrapé.
I got caught.	On m'a attrapée.
I got dumped.	On m'a largué.
I got dumped.	On m'a larguée.
I got dumped.	J'ai été largué.
I got dumped.	J'ai été larguée.
I got sleepy.	J'ai commencé à avoir sommeil.
I got soaked.	Je me suis fait tremper.
I had doubts.	J'avais des doutes.
I handled it.	Je m'en suis occupé.
I handled it.	J'ai su y faire.
I handled it.	Je m'en suis sorti.
I handled it.	Je m'en suis sortie.
I handled it.	J'ai géré.
I hate beans.	Je déteste les haricots.
I hate flies.	Je déteste les mouches.
I hate liars.	Je déteste les menteurs.
I have a car.	J'ai une voiture.
I have a car.	Je dispose d'une voiture.
I have a cat.	J'ai un chat.
I have a cat.	J'ai une chatte.
I have a dog.	J'ai un chien.
I have a pen.	J’ai un stylo.
I have hives.	J'ai de l'urticaire.
I have needs.	J'ai des besoins.
I have plans.	J'ai des plans.
I have proof.	J'ai une preuve.
I have proof.	Je dispose d'une preuve.
I have to go.	Je dois y aller.
I have to go.	Il me faut y aller.
I have to go.	Il me faut partir.
I have to go.	Il me faut m'en aller.
I have to go.	Je dois partir.
I have to go.	Je dois m'en aller.
I hear music.	J'entends de la musique.
I heard that.	J'ai entendu ça.
I helped out.	J'ai donné un coup de main.
I honor that.	J'honore cela.
I hugged her.	Je l'étreignis.
I improvised.	J'ai improvisé.
I just moved.	Je viens juste de déménager.
I just moved.	Je viens juste de bouger.
I just moved.	Je viens d'être muté.
I keep a dog.	J'élève un chien.
I kissed Tom.	J'ai embrassé Tom.
I like China.	J'aime la Chine.
I like R & B.	J'aime le R&B.
I like bread.	J'aime le pain.
I like chess.	J'apprécie les échecs.
I like fruit.	J'aime les fruits.
I like girls.	J'aime les filles.
I like honey.	J'aime le miel.
I like music.	J'aime la musique.
I like opera.	J'apprécie l'opéra.
I like sushi.	J'aime les sushis.
I like these.	J'aime ceux-ci.
I like these.	J'aime celles-ci.
I like women.	J'apprécie les femmes.
I like women.	J'aime les femmes.
I love books.	J'adore les livres.
I love bread.	J'adore le pain.
I love games.	J'adore les jeux.
I love jokes.	J'adore les blagues.
I love jokes.	J'adore les plaisanteries.
I love music.	J'adore la musique.
I love music.	J'aime beaucoup la musique.
I love trips.	J'aime les voyages.
I loved that.	J'adorais ça.
I loved that.	J'ai adoré ça.
I made a bet.	J'ai effectué un pari.
I made plans.	J'ai élaboré des plans.
I made plans.	J'ai fait des projets.
I made these.	J'ai fait ceux-ci.
I made these.	J'ai fait celles-ci.
I made these.	J'ai confectionné ceux-ci.
I might stay.	Il se pourrait que je reste.
I missed you.	Tu m'as manqué.
I must hurry.	Je dois me grouiller.
I must hurry.	Je dois me dépêcher.
I must hurry.	Je dois me hâter.
I must leave.	Il me faut partir.
I must leave.	Je dois partir.
I must study.	Je dois étudier.
I need a car.	J'ai besoin d'une voiture.
I need a hug.	J'ai besoin d'un câlin.
I need a job.	Il me faut un travail.
I need a job.	J'ai besoin d'un emploi.
I need a job.	J'ai besoin d'un boulot.
I need a map.	Il me faut une carte.
I need a pen.	J'ai besoin d'un stylo.
I need money.	J'ai besoin d'argent.
I need paint.	J'ai besoin de peinture.
I need paint.	Il me faut de la peinture.
I need proof.	J'ai besoin de preuves.
I need proof.	Il me faut des preuves.
I need sleep.	J'ai besoin de sommeil.
I need space.	J'ai besoin d'espace.
I need sugar.	J'ai besoin de sucre.
I need to go.	Je dois y aller.
I need to go.	Je dois partir.
I need to go.	Je dois m'en aller.
I need water.	Il me faut de l'eau.
I need water.	J'ai besoin d'eau.
I never lose.	Je ne perds jamais.
I often read.	Je lis souvent.
I play piano.	Je joue du piano.
I read books.	Je lis des livres.
I rewrote it.	Je l'ai réécrit.
I rewrote it.	Je le réécrivis.
I said maybe.	J'ai dit peut-être.
I see a book.	Je vois un livre.
I see a lion.	Je vois un lion.
I see a rose.	Je vois une rose.
I sell shoes.	Je vends des chaussures.
I started it.	Je l'ai démarré.
I started it.	Je l'ai démarrée.
I started it.	Je l'ai initié.
I started it.	Je l'ai initiée.
I still care.	Je m'en soucie encore.
I suppose so.	Je le suppose.
I sympathize.	Je compatis.
I teach here.	J'enseigne ici.
I thought so.	Je m'en suis douté.
I took risks.	J'ai pris des risques.
I tried hard.	J'ai essayé de toutes mes forces.
I tried that.	J'ai essayé ça.
I understand.	Je comprends.
I understood.	J'ai compris.
I want a lot.	J'en veux plein.
I want a lot.	J'en veux beaucoup.
I want facts.	Il me faut des faits.
I want proof.	Je veux une preuve.
I want these.	Je veux ceux-là.
I want these.	Je veux celles-là.
I want to go.	Je veux partir.
I want to go.	Je veux m'en aller.
I want to go.	Je veux y aller.
I was asleep.	J'étais endormi.
I was asleep.	J'étais endormie.
I was beaten.	J'ai été frappé.
I was beaten.	J'ai été frappée.
I was burned.	J'ai été brûlé.
I was burned.	J'ai été brûlée.
I was canned.	On m'a saqué.
I was framed.	On m'a tendu un piège.
I was lonely.	J'étais esseulé.
I was lonely.	J'étais esseulée.
I was shaken.	J'ai été remué.
I was shaken.	J'ai été remuée.
I was shaken.	J'ai été secoué.
I was shaken.	J'ai été secouée.
I was sleepy.	J'avais envie de dormir.
I was stupid.	J'étais stupide.
I was warned.	J'ai été prévenu.
I was warned.	J'ai été prévenue.
I was warned.	On m'a prévenu.
I was warned.	On m'a prévenue.
I went twice.	J'y suis allé deux fois.
I went twice.	Je m'y suis rendu à deux reprises.
I went twice.	Je m'y suis rendue à deux reprises.
I went twice.	J'y suis allée deux fois.
I will fight.	Je me battrai.
I will learn.	J'apprendrai.
I will shoot.	Je tirerai.
I won't come.	Je ne viendrai pas.
I wonder who.	Je me demande qui.
I wonder why.	Je me demande pourquoi.
I work alone.	Je travaille seul.
I work alone.	Je travaille seule.
I wrote that.	C'est moi qui ai écrit ça.
I wrote that.	J'ai écrit ça.
I'd buy that.	Je l'achèterais.
I'd buy that.	Je le goberais.
I'll ask him.	Je lui demanderai.
I'll be back.	Je reviens.
I'll be back.	Je reviendrai.
I'll be fine.	Ça va aller.
I'll be free.	Je serai libre.
I'll be late.	Je serai en retard.
I'll be nice.	Je serai gentil.
